	Token	Polarity	StdDev	Grades
2183	disgustedly	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
2184	disgustful	-2.6	0.4899	[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]
2185	disgusting	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]
2186	disgustingly	-2.9	0.7	[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]
2187	disgusts	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]
2188	dishearten	-2.0	0.63246	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]
2189	disheartened	-2.2	0.74833	[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]
2190	disheartening	-1.8	1.32665	[-2, -2, -2, -3, -2, 2, -2, -2, -3, -2]
2191	dishearteningly	-2.0	0.63246	[-2, -3, -2, -1, -2, -2, -2, -3, -2, -1]
2192	disheartenment	-2.3	0.45826	[-3, -2, -3, -2, -2, -2, -2, -3, -2, -2]
2193	disheartenments	-2.2	0.87178	[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]
2194	disheartens	-2.2	0.4	[-3, -2, -2, -2, -3, -2, -2, -2, -2, -2]
2195	dishonest	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]
2196	disillusion	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]
2197	disillusioned	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]
2198	disillusioning	-1.3	1.00499	[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]
2199	disillusionment	-1.7	0.78102	[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]
2200	disillusionments	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
2201	disillusions	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
2202	disinclined	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
2203	disjointed	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
2204	dislike	-1.6	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]
2205	disliked	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
2206	dislikes	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
2207	disliking	-1.3	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]
2208	dismal	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
2209	dismay	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
2210	dismayed	-1.9	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]
2211	dismaying	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
2212	dismayingly	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
2213	dismays	-1.8	1.07703	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]
2214	disorder	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
2215	disorganized	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
2216	disoriented	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
2217	disparage	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
2218	disparaged	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
2219	disparages	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
2220	disparaging	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
2221	displeased	-1.9	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]
2222	dispute	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
2223	disputed	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
2224	disputes	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
2225	disputing	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
2226	disqualified	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
2227	disquiet	-1.3	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]
2228	disregard	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
2229	disregarded	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
2230	disregarding	-0.9	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
2231	disregards	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
2232	disrespect	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
2233	disrespected	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
2234	disruption	-1.5	0.67082	[-1, -1, -1, -2, -1, -3, -2, -2, -1, -1]
2235	disruptions	-1.4	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
2236	disruptive	-1.3	1.00499	[-4, 0, -1, -1, -1, -1, -1, -1, -2, -1]
2237	dissatisfaction	-2.2	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
2238	dissatisfactions	-1.9	0.83066	[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]
2239	dissatisfactory	-2.0	0.63246	[-2, -2, -3, -1, -2, -3, -2, -2, -1, -2]
2240	dissatisfied	-1.6	0.66332	[-2, -3, -1, -2, -1, -1, -2, -2, -1, -1]
2241	dissatisfies	-1.8	0.74833	[-3, -3, -1, -1, -2, -1, -2, -2, -2, -1]
2242	dissatisfy	-2.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
2243	dissatisfying	-2.4	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
2244	distort	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
2245	distorted	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
2246	distorting	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -1, -1, -2, -1]
2247	distorts	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
2248	distract	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
2249	distractable	-1.3	1.00499	[-2, 0, 1, -2, -2, -1, -1, -2, -2, -2]
2250	distracted	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
2251	distractedly	-0.9	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
2252	distractibility	-1.3	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
2253	distractible	-1.5	0.92195	[-1, -2, -1, -1, -4, -1, -1, -1, -2, -1]
2254	distracting	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]
2255	distractingly	-1.4	1.0198	[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]
2256	distraction	-1.6	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
2257	distractions	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
2258	distractive	-1.6	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
2259	distracts	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
2260	distraught	-2.6	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
2261	distress	-2.4	0.8	[-1, -2, -2, -3, -3, -4, -3, -2, -2, -2]
2262	distressed	-1.8	0.6	[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]
2263	distresses	-1.6	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
2264	distressful	-2.2	0.6	[-1, -3, -3, -2, -2, -3, -2, -2, -2, -2]
2265	distressfully	-1.7	1.1	[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]
2266	distressfulness	-2.4	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]
2267	distressing	-1.7	1.18743	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
2268	distressingly	-2.2	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
2269	distrust	-1.8	0.87178	[-1, -2, -2, -2, -1, -1, -2, -4, -1, -2]
2270	distrusted	-2.4	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
2271	distrustful	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
2272	distrustfully	-1.8	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
2273	distrustfulness	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
2274	distrusting	-2.1	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
2275	distrusts	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
2276	disturb	-1.7	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
2277	disturbance	-1.6	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
2278	disturbances	-1.4	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
2279	disturbed	-1.6	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
2280	disturber	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
2281	disturbers	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
2282	disturbing	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
2283	disturbingly	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
2284	disturbs	-1.9	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
2285	dithering	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
2286	divination	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
2287	divinations	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
2288	divinatory	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
2289	divine	2.6	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
2290	divined	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
2291	divinely	2.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
2292	diviner	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
2293	diviners	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
2294	divines	0.8	1.249	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
2295	divinest	2.7	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
2296	diving	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
2297	divining	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
2298	divinise	0.5	1.36015	[0, 2, 0, 0, 0, 0, 0, -2, 2, 3]
2299	divinities	1.8	1.46969	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
2300	divinity	2.7	1.00499	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
2301	divinize	2.3	1.00499	[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]
2302	dizzy	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
2303	dodging	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
2304	dodgy	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
2305	dolorous	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
2306	dominance	0.8	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
2307	dominances	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
2308	dominantly	0.2	1.16619	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
2309	dominants	0.2	1.16619	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
2310	dominate	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
2311	dominates	0.2	1.249	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
2312	dominating	-1.2	1.98997	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
2313	domination	-0.2	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
2314	dominations	-0.3	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
2315	dominative	-0.7	1.18743	[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]
2316	dominators	-0.4	1.8	[-1, -2, -2, -2, 0, 2, 2, -3, 2, 0]
2317	dominatrices	-0.2	1.6	[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]
2318	dominatrix	-0.5	0.92195	[0, 0, -1, 0, 0, 1, 0, -1, -2, -2]
2319	dominatrixes	0.6	1.35647	[0, 4, 0, -1, 0, 2, 1, 0, 0, 0]
2320	doom	-1.7	1.26886	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
2321	doomed	-3.2	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
2322	doomful	-2.1	0.7	[-3, -2, -3, -1, -2, -3, -2, -1, -2, -2]
2323	dooming	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
2324	dooms	-1.1	1.57797	[1, -3, -1, -3, -2, -1, -3, 1, 1, -1]
2325	doomsayer	-0.7	1.41774	[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]
2326	doomsayers	-1.7	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
2327	doomsaying	-1.5	1.28452	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
2328	doomsayings	-1.5	0.92195	[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]
2329	doomsday	-2.8	1.249	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
2330	doomsdayer	-2.2	1.249	[-3, -1, -4, -3, -4, -3, -1, -1, -1, -1]
2331	doomsdays	-2.4	1.85472	[-3, -2, -4, 1, -4, -3, -2, -4, 1, -4]
2332	doomster	-2.2	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
2333	doomsters	-1.6	0.8	[-3, -1, -2, -2, 0, -2, -2, -1, -1, -2]
2334	doomy	-1.1	1.37477	[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]
2335	dork	-1.4	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
2336	dorkier	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
2337	dorkiest	-1.2	0.74833	[-1, -2, -1, -3, -1, 0, -1, -1, -1, -1]
2338	dorks	-0.5	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
2339	dorky	-1.1	1.04403	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
2340	doubt	-1.5	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
2341	doubtable	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
2342	doubted	-1.1	1.22066	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
2343	doubter	-1.6	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
2344	doubters	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
2345	doubtful	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]
2346	doubtfully	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
2347	doubtfulness	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
2348	doubting	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
2349	doubtingly	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
2350	doubtless	0.9	1.51327	[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]
2351	doubtlessly	1.2	0.9798	[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]
2352	doubtlessness	0.8	0.9798	[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]
2353	doubts	-1.2	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
2354	douche	-1.5	1.68819	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
2355	douchebag	-3.0	0.44721	[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]
2356	downcast	-1.8	0.74833	[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]
2357	downhearted	-2.3	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
2358	downside	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
2359	drag	-0.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
2360	dragged	-0.2	1.07703	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
2361	drags	-0.7	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
2362	drained	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
2363	dread	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
2364	dreaded	-2.7	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
2365	dreadful	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
2366	dreadfully	-2.7	1.26886	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
2367	dreadfulness	-3.2	0.87178	[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]
2368	dreadfuls	-2.4	1.2	[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]
2369	dreading	-2.4	0.8	[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]
2370	dreadlock	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
2371	dreadlocks	-0.2	0.9798	[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]
2372	dreadnought	-0.6	1.35647	[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]
2373	dreadnoughts	-0.4	0.66332	[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]
2374	dreads	-1.4	1.42829	[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]
2375	dream	1.0	1.18322	[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]
2376	dreams	1.7	1.1	[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]
2377	dreary	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]
2378	droopy	-0.8	0.74833	[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]
2379	drop	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]
2380	drown	-2.7	1.00499	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
2381	drowned	-2.9	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
2382	drowns	-2.2	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
2383	drunk	-1.4	0.91652	[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]
2384	dubious	-1.5	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
2385	dud	-1.0	0.89443	[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]
2386	dull	-1.7	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
2387	dullard	-1.6	0.66332	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]
2388	dullards	-1.8	0.87178	[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]
2389	dulled	-1.5	0.5	[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]
2390	duller	-1.7	0.64031	[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]
2391	dullest	-1.7	1.00499	[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]
2392	dulling	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
2393	dullish	-1.1	0.53852	[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]
2394	dullness	-1.4	0.8	[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]
2395	dullnesses	-1.9	1.04403	[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]
2396	dulls	-1.0	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
2397	dullsville	-2.4	0.8	[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]
2398	dully	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]
2399	dumb	-2.3	0.9	[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]
2400	dumbass	-2.6	1.0198	[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]
2401	dumbbell	-0.8	0.9798	[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]
2402	dumbbells	-0.2	0.4	[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]
2403	dumbcane	-0.3	0.45826	[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]
2404	dumbcanes	-0.6	1.2	[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]
2405	dumbed	-1.4	0.4899	[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]
2406	dumber	-1.5	0.5	[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]
2407	dumbest	-2.3	1.00499	[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]
2408	dumbfound	-0.1	1.92094	[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]
2409	dumbfounded	-1.6	1.11355	[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]
2410	dumbfounder	-1.0	0.89443	[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]
2411	dumbfounders	-1.0	0.89443	[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]
2412	dumbfounding	-0.8	0.74833	[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]
2413	dumbfounds	-0.3	1.26886	[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]
2414	dumbhead	-2.6	0.66332	[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]
2415	dumbheads	-1.9	0.83066	[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]
2416	dumbing	-0.5	1.0247	[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]
2417	dumbly	-1.3	1.00499	[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]
2418	dumbness	-1.9	0.53852	[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]
2419	dumbs	-1.5	0.67082	[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]
2420	dumbstruck	-1.0	1.34164	[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]
2421	dumbwaiter	0.2	1.07703	[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]
2422	dumbwaiters	-0.1	0.3	[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]
2423	dump	-1.6	0.91652	[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]
2424	dumpcart	-0.6	0.8	[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]
2425	dumped	-1.7	0.78102	[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]
2426	dumper	-1.2	0.87178	[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]
2427	dumpers	-0.8	0.6	[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]
2428	dumpier	-1.4	0.66332	[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]
2429	dumpiest	-1.6	1.35647	[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]
2430	dumpiness	-1.2	0.6	[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]
2431	dumping	-1.3	1.1	[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]
2432	dumpings	-1.1	0.83066	[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]
2433	dumpish	-1.8	0.6	[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]
2434	dumpling	0.4	0.91652	[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]
2435	dumplings	-0.3	1.26886	[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]
2436	dumps	-1.7	0.9	[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]
2437	dumpster	-0.6	0.91652	[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]
2438	dumpsters	-1.0	0.89443	[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]
2439	dumpy	-1.7	0.78102	[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]
2440	dupe	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]
2441	duped	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]
2442	dwell	0.5	0.92195	[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]
2443	dwelled	0.4	0.66332	[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]
2444	dweller	0.3	0.64031	[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]
2445	dwellers	-0.3	0.9	[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2446	dwelling	0.1	0.53852	[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]
2447	dwells	-0.1	0.53852	[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]
2448	dynamic	1.6	0.8	[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]
2449	dynamical	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]
2450	dynamically	1.5	1.0247	[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]
2451	dynamics	1.1	1.13578	[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]
2452	dynamism	1.6	1.11355	[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]
2453	dynamisms	1.2	0.9798	[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]
2454	dynamist	1.4	1.0198	[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]
2455	dynamistic	1.5	1.0247	[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]
2456	dynamists	0.9	0.83066	[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]
2457	dynamite	0.7	2.2383	[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]
2458	dynamited	-0.9	1.04403	[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]
2459	dynamiter	-1.2	0.87178	[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]
2460	dynamiters	0.4	1.42829	[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]
2461	dynamites	-0.3	1.73494	[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]
2462	dynamitic	0.9	1.3	[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]
2463	dynamiting	0.2	1.32665	[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]
2464	dynamometer	0.3	0.64031	[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]
2465	dynamometers	0.3	0.45826	[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]
2466	dynamometric	0.3	0.9	[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]
